date,store,category,unit_price,units_sold
2023-03-22,South,Groceries,,2
2023-12-26,West,Toys,37.55,5
2023-12-12,West,Electronics,706.88,2
2023-09-22,West,Toys,14.08,2
2023-04-01,South,Toys,54.78,3
2023-12-14,central,Toys,61.19,1
2023-02-01,East,Electronics,560.22,1
2024-09-24,East,Electronics,585.94,1
2024-03-01,South,Home & Garden,158.0,2
2023-12-15,East,Groceries,50.36,3
2024-06-21,East,Home & Garden,276.22,2
2023-04-27,West,Groceries,33.13,2
2023-12-12,West,Home & Garden,157.81,4
2024-01-21,West,Toys,45.31,5
2024-11-03,West,Home & Garden,289.62,1
2024-04-10,North,Toys,25.6,1
2024-02-04,East,Toys,74.96,3
2024-12-22,South,Groceries,11.29,1
2024-03-16,West,Toys,47.98,3
2024-12-22,East,Clothing,51.47,4
2023-09-02,South,Clothing,91.22,4
2024-06-11,West,Home & Garden,111.64,1
2024-03-11,East,Electronics,770.19,3
2024-10-13,North,Home & Garden,289.95,1
2023-02-21,North,Clothing,103.59,5
2023-06-26,Central,Home & Garden,216.8,1
2024-10-16,west,Electronics,849.47,2
2024-10-28,North,Clothing,31.93,5
2024-11-05,Central,Home & Garden,254.63,5
2023-02-10,Central,Toys,38.16,3
2023-06-15,South,Toys,77.85,2
2023-04-30,Central,Toys,53.58,5
2023-07-09,South,Home & Garden,79.87,4
2024-04-23,Central,Home & Garden,80.67,3
2024-10-05,West,Home & Garden,245.89,2
2023-08-15,South,Clothing,28.22,2
2023-11-19,West,Home & Garden,64.49,4
2024-10-25,central,Toys,37.41,3
2024-03-31,South,Home & Garden,197.77,1
2023-11-05,South,Toys,73.77,5
2023-07-12,South,Home & Garden,125.42,5
2024-12-17,Central,Groceries,47.19,1
2023-11-28,North,Home & Garden,244.52,2
2024-03-02,Central,Groceries,51.2,4
2024-10-22,Central,Toys,26.13,3
2024-08-27,Central,Clothing,48.84,1
2023-01-24,North,Home & Garden,23.75,4
2024-08-18,West,Toys,60.3,4
2023-08-13,East,Groceries,21.79,5
2023-01-05,East,Toys,35.94,4
2024-07-27,North,Groceries,28.76,4
2024-03-12,East,Toys,67.38,4
2023-06-24,South,Groceries,8.72,5
2023-11-29,Central,Electronics,367.18,3
2024-10-27,East,Home & Garden,226.56,1
2023-09-12,Central,Toys,42.19,3
2024-10-22,South,Electronics,610.04,1
2023-05-26,North,Toys,52.21,1
2023-03-04,Central,Home & Garden,293.69,5
2024-12-08,West,Clothing,78.93,1
2023-05-23,West,Toys,65.38,3
2023-01-08,West,Electronics,547.38,1
2024-08-18,West,Electronics,411.05,4
2024-11-15,Central,Home & Garden,236.36,5
2024-12-05,North,Home & Garden,193.52,2
2024-02-23,East,Home & Garden,88.61,2
2024-08-13,West,Home & Garden,98.28,2
2023-06-25,West,Electronics,477.53,2
2024-09-19,North,Electronics,566.54,2
2024-07-07,Central,Clothing,114.24,5
2023-05-16,Central,Home & Garden,172.76,2
2023-04-28,South,Clothing,80.58,5
2023-06-16,Central,Clothing,52.88,3
2023-02-05,East,Home & Garden,89.87,2
2023-09-17,North,Toys,76.63,1
2023-12-03,Central,Toys,111.7,2
2023-05-16,west,Clothing,116.84,1
2023-05-26,East,Home & Garden,226.08,5
2023-05-25,North,Electronics,821.64,4
2024-06-25,South,Clothing,99.42,3
2023-01-12,West,Home & Garden,290.96,2
2024-08-26,South,Clothing,76.7,4
2023-12-01,east,Toys,40.15,4
2023-10-14,West,Toys,32.41,3
2024-09-12,South,Toys,27.82,3
2023-11-09,Central,Clothing,18.52,1
2024-10-27,East,Clothing,89.78,5
2024-06-08,West,Groceries,33.38,5
2024-01-29,Central,Home & Garden,240.56,5
2023-09-14,East,Home & Garden,53.25,4
2023-06-12,West,Toys,23.08,1
2023-11-02,South,Toys,42.77,1
2023-06-03,Central,Groceries,20.22,3
2024-05-18,East,Home & Garden,259.39,3
2023-04-28,South,Toys,74.01,3
2024-06-21,Central,Electronics,641.01,1
2023-01-11,South,Toys,68.67,5
2024-08-16,East,Clothing,,5
2023-05-09,South,Groceries,7.7,5
2023-04-01,West,Electronics,484.33,4
2023-11-12,South,Toys,46.02,1
2023-07-09,Central,Home & Garden,76.33,1
2024-09-21,South,Clothing,40.44,1
2023-07-01,East,Toys,41.1,5
2024-09-07,North,Groceries,33.97,5
2023-06-21,East,Electronics,448.97,5
2023-05-08,East,Electronics,253.42,2
2024-12-09,Central,Home & Garden,226.88,1
2024-09-28,South,Clothing,86.31,2
2023-01-08,West,Groceries,35.68,1
2023-06-13,South,Toys,16.69,3
2024-05-09,East,Home & Garden,274.92,1
2024-07-29,North,Home & Garden,50.6,2
2023-01-15,West,Groceries,16.72,1
2024-04-10,Central,Groceries,31.27,1
2023-05-10,West,Clothing,82.86,3
2024-06-23,Central,Clothing,44.89,1
2024-10-07,Central,Home & Garden,40.63,4
2024-05-14,Central,Groceries,31.08,4
2023-10-20,East,Home & Garden,88.45,2
2023-07-15,West,Toys,74.13,1
2024-07-21,East,Home & Garden,227.22,3
2023-10-14,West,Toys,75.1,2
2023-03-19,Central,Toys,33.88,2
2023-02-06,East,Home & Garden,191.72,1
2023-04-07,West,Groceries,33.04,1
2024-06-07,North,Groceries,24.18,3
2023-05-06,Central,Clothing,113.95,2
2023-05-24,Central,Home & Garden,225.4,4
2024-06-28,North,Electronics,239.99,5
2024-05-25,South,Toys,51.83,5
2023-11-19,West,Electronics,234.06,2
2024-09-15,South,Electronics,480.4,1
2024-02-28,East,Electronics,845.19,3
2023-05-17,Central,Groceries,12.17,3
2023-08-02,South,Clothing,72.84,3
2024-11-27,Central,Toys,67.35,1
2023-07-04,East,Groceries,21.84,2
2023-01-31,South,Groceries,44.06,4
2024-10-01,West,Groceries,42.29,2
2024-06-09,Central,Clothing,45.96,4
2023-07-31,Central,Clothing,84.2,4
2023-03-06,Central,Toys,31.72,1
2023-01-19,North,Toys,54.94,4
2023-02-19,North,Home & Garden,66.49,3
2023-10-29,Central,Toys,67.88,1
2024-05-13,North,Groceries,26.57,3
2024-03-01,South,Clothing,93.3,1
2023-02-17,North,Groceries,,4
2023-04-22,North,Clothing,31.83,3
2024-10-17,West,Clothing,52.22,2
2023-10-20,Central,Home & Garden,285.13,3
2024-09-27,North,Home & Garden,229.58,1
2024-02-19,West,Groceries,8.63,3
2024-01-22,South,Home & Garden,246.09,5
2023-02-17,West,Toys,30.53,5
2023-07-19,west,Groceries,14.83,2
2023-04-05,South,Groceries,34.34,1
2023-10-19,South,Home & Garden,209.02,2
2024-04-10,East,Toys,31.81,4
2024-02-10,East,Toys,27.76,3
2024-03-23,South,Toys,63.35,2
2023-07-16,East,Toys,31.3,5
2023-02-28,North,Home & Garden,289.39,1
2023-08-13,Central,Toys,35.1,5
2024-05-10,North,Home & Garden,92.9,5
2023-04-10,South,Toys,20.4,5
2024-07-03,South,Toys,73.8,2
2024-04-29,East,Clothing,46.19,4
2023-10-16,Central,Groceries,47.61,1
2023-11-19,South,Home & Garden,148.13,1
2024-02-08,North,Electronics,801.3,2
2023-04-01,West,Home & Garden,115.26,4
2024-08-02,East,Electronics,345.55,2
2024-08-28,North,Electronics,,1
2023-04-06,West,Groceries,18.25,3
2023-01-18,North,Home & Garden,61.72,5
2023-07-23,West,Home & Garden,135.05,4
2024-12-16,South,Groceries,38.96,4
2023-02-26,South,Groceries,14.91,4
2023-04-28,North,Groceries,37.36,1
2024-07-18,South,Groceries,43.77,1
2024-12-02,Central,Toys,105.63,4
2023-08-27,East,Groceries,23.4,5
2024-09-21,North,Electronics,739.91,3
2023-09-02,East,Electronics,530.49,1
2024-01-02,south,Toys,46.25,1
2024-12-27,West,Toys,69.8,3
2023-02-09,Central,Toys,67.78,2
2023-03-23,West,Clothing,42.56,1
2024-01-02,East,Clothing,60.47,4
2023-05-04,West,Groceries,21.69,4
2023-01-13,North,Groceries,47.88,5
2023-04-16,Central,Home & Garden,280.94,5
2023-10-03,Central,Toys,63.84,1
2024-06-23,North,Clothing,100.63,3
2024-01-15,South,Groceries,44.77,1
2024-11-08,East,Toys,40.41,1
2023-09-05,South,Electronics,544.66,5
2023-06-23,North,Toys,24.77,4
2023-05-12,north,Electronics,359.49,1
2024-04-18,North,Clothing,19.08,5
2023-04-22,East,Toys,50.87,2
2023-08-10,East,Electronics,775.93,2
2024-08-01,Central,Toys,44.88,3
2024-05-19,South,Electronics,632.6,2
2023-03-21,North,Clothing,78.19,5
2024-04-16,Central,Groceries,49.03,3
2024-08-11,West,Electronics,881.57,2
2024-04-20,West,Clothing,44.89,5
2024-11-20,Central,Groceries,43.49,5
2024-04-03,West,Electronics,638.23,5
2024-12-01,North,Home & Garden,70.54,3
2024-05-13,East,Home & Garden,207.34,3
2023-02-21,South,Home & Garden,40.37,2
2023-04-20,West,Clothing,32.08,2
2023-05-05,South,Clothing,32.4,5
2024-03-07,Central,Clothing,106.03,1
2024-09-24,West,Electronics,231.31,5
2024-01-22,West,Groceries,25.77,4
2024-09-05,West,Groceries,21.57,1
2024-11-06,East,Electronics,826.6,3
2024-01-04,North,Groceries,48.03,5
2023-06-04,South,Electronics,484.08,1
2023-02-26,South,Electronics,790.24,1
2024-05-15,West,Clothing,63.06,1
2023-10-22,Central,Clothing,110.68,1
2024-11-27,East,Clothing,74.29,2
2023-07-04,East,Electronics,682.58,4
2024-02-27,West,Toys,47.49,5
2023-02-04,West,Groceries,5.88,3
2024-07-26,South,Toys,54.8,3
2024-12-07,east,Groceries,45.59,1
2023-06-12,East,Clothing,85.12,3
2023-12-24,West,Groceries,55.0,3
2024-09-01,North,Home & Garden,105.92,2
2023-10-21,West,Clothing,47.34,4
2024-04-20,North,Groceries,30.7,2
2023-02-14,North,Electronics,601.26,5
2023-09-20,North,Clothing,116.66,3
2023-01-25,North,Groceries,14.12,2
2023-07-17,South,Clothing,35.8,1
2024-04-06,Central,Clothing,69.77,5
2023-10-17,East,Clothing,98.74,2
2023-06-19,North,Groceries,39.01,5
2023-10-11,North,Toys,25.59,2
2024-08-14,East,Electronics,397.69,4
2023-01-26,East,Home & Garden,273.5,3
2023-09-07,West,Electronics,331.42,4
2024-06-13,South,Clothing,30.65,3
2023-06-03,North,Electronics,284.48,5
2023-04-06,central,Clothing,118.42,4
2024-11-07,East,Home & Garden,265.13,3
2023-09-29,West,Groceries,45.44,3
2024-05-07,Central,Groceries,15.2,4
2024-05-13,East,Groceries,11.43,5
2024-02-25,west,Home & Garden,236.58,4
2024-01-07,East,Toys,38.75,4
2024-11-07,East,Toys,35.72,4
2024-03-06,East,Electronics,630.9,2
2024-03-21,South,Toys,27.43,4
2023-03-16,Central,Electronics,,2
2024-02-22,South,Clothing,93.59,5
2024-05-16,Central,Home & Garden,165.95,4
2023-09-21,West,Home & Garden,28.83,5
2024-08-27,West,Toys,37.04,4
2023-01-29,East,Home & Garden,182.19,1
2024-08-05,East,Clothing,51.79,2
2024-07-29,North,Clothing,52.15,1
2024-06-20,Central,Toys,40.75,1
2024-10-27,South,Home & Garden,186.93,1
2023-03-31,Central,Clothing,66.3,1
2023-10-24,West,Electronics,622.94,4
2024-12-20,Central,Groceries,52.04,1
2024-11-21,Central,Clothing,60.07,1
2024-01-05,West,Home & Garden,138.36,1
2023-08-03,Central,Groceries,14.27,1
2023-05-27,Central,Electronics,289.92,1
2024-11-26,East,Electronics,677.25,3
2024-11-16,South,Groceries,30.97,2
2023-06-11,West,Toys,71.62,3
2024-01-11,West,Electronics,248.52,4
2023-07-31,West,Home & Garden,6140.25,4
2024-02-03,South,Groceries,37.19,5
2023-06-14,Central,Clothing,59.94,1
2024-05-19,South,Toys,60.93,1
2023-08-12,North,Toys,60.84,3
2024-10-07,Central,Toys,69.73,5
2024-07-16,east,Home & Garden,211.62,2
2023-04-29,West,Electronics,484.11,1
2023-12-02,South,Electronics,807.39,5
2023-09-20,North,Toys,31.32,4
2023-12-29,North,Home & Garden,82.8,3
2024-01-21,East,Clothing,89.76,3
2024-08-19,West,Electronics,283.35,2
2024-04-07,south,Clothing,41.6,4
2024-03-04,West,Electronics,562.54,4
2023-11-29,central,Electronics,867.47,3
2023-04-08,central,Clothing,31.65,1
2023-11-15,West,Home & Garden,210.33,4
2023-01-14,East,Home & Garden,153.47,3
2024-01-19,North,Toys,77.53,3
2024-02-20,West,Toys,57.88,3
2023-11-02,South,Groceries,33.9,1
2024-11-26,South,Home & Garden,113.32,4
2023-04-22,West,Toys,21.85,4
2023-11-05,Central,Clothing,107.09,2
2023-10-14,South,Toys,68.16,1
2023-03-05,Central,Home & Garden,73.83,4
2024-10-14,North,Groceries,51.01,5
2023-10-08,West,Groceries,25.15,4
2023-03-27,West,Electronics,609.88,2
2023-02-18,East,Toys,64.62,5
2024-07-11,west,Clothing,70.77,5
2024-08-02,South,Electronics,242.82,5
2023-04-27,North,Clothing,65.85,2
2023-05-15,West,Groceries,53.68,5
2023-11-23,West,Home & Garden,69.27,1
2023-10-17,Central,Clothing,94.57,4
2023-10-28,Central,Clothing,80.78,1
2024-12-01,East,Electronics,1140.43,1
2023-05-29,East,Electronics,437.63,2
2023-08-26,North,Electronics,383.82,5
2024-02-27,Central,Toys,65.86,3
2023-04-13,North,Clothing,79.02,5
2023-02-11,West,Electronics,706.2,3
2023-11-09,West,Clothing,69.69,3
2023-02-10,North,Clothing,88.2,1
2023-12-16,South,Toys,111.98,5
2023-10-30,East,Electronics,436.02,2
2024-06-18,North,Groceries,30.13,1
2024-11-06,East,Electronics,299.4,4
2024-02-09,south,Electronics,395.58,3
2023-05-03,East,Groceries,34.07,5
2023-05-11,East,Groceries,19.44,3
2024-12-02,Central,Clothing,85.89,4
2024-08-26,East,Home & Garden,285.27,4
2023-07-22,South,Clothing,83.79,4
2024-08-26,North,Toys,51.77,4
2024-11-18,North,Toys,69.37,2
2024-11-07,Central,Toys,33.84,3
2024-09-08,South,Clothing,87.57,4
2024-02-09,South,Electronics,415.82,2
2023-02-24,East,Clothing,105.45,3
2024-08-25,North,Toys,42.22,2
2024-12-11,North,Clothing,63.26,4
2023-10-06,West,Electronics,294.07,1
2023-11-06,North,Toys,24.69,1
2024-01-16,Central,Toys,46.0,1
2023-03-22,East,Groceries,47.57,1
2024-08-06,South,Toys,70.9,5
2024-09-07,South,Home & Garden,84.01,2
2024-01-19,South,Electronics,507.64,1
2023-09-18,North,Toys,60.73,1
2023-05-10,Central,Groceries,19.08,2
2024-03-10,Central,Groceries,32.41,3
2023-10-09,North,Toys,75.35,5
2024-10-24,South,Toys,77.58,5
2023-08-20,Central,Electronics,332.66,3
2023-06-22,Central,Home & Garden,136.98,5
2023-02-18,west,Toys,58.63,1
2024-04-05,South,Clothing,98.31,5
2024-07-02,North,Clothing,41.31,1
2023-05-25,East,Clothing,25.06,3
2023-10-08,South,Home & Garden,92.1,4
2023-03-26,central,Clothing,63.88,2
2023-05-27,North,Clothing,62.78,3
2023-12-17,South,Electronics,1017.45,3
2023-04-12,West,Groceries,6.88,2
2023-09-10,East,Toys,11.43,2
2024-07-09,East,Clothing,106.92,2
2023-03-06,West,Electronics,491.31,5
2024-10-28,South,Clothing,92.67,5
2023-11-16,East,Electronics,524.57,2
2023-06-01,North,Electronics,546.93,1
2024-09-01,Central,Groceries,7.17,2
2023-04-29,South,Electronics,662.26,3
2023-06-28,Central,Clothing,107.8,5
2024-05-02,West,Electronics,218.96,2
2024-02-07,North,Electronics,883.33,4
2023-02-11,East,Home & Garden,96.62,1
2024-08-02,East,Electronics,667.68,1
2024-06-24,East,Clothing,115.38,3
2024-02-18,central,Clothing,117.9,3
2023-12-08,South,Toys,93.23,2
2023-06-21,North,Clothing,95.75,1
2023-06-18,West,Home & Garden,155.59,4
2024-11-15,East,Electronics,371.11,3
2024-10-19,Central,Clothing,31.94,1
2023-04-01,East,Electronics,757.61,5
2024-07-14,East,Home & Garden,290.08,2
2023-02-09,North,Clothing,113.6,5
2023-07-15,South,Home & Garden,21.73,3
2024-06-15,North,Home & Garden,142.23,2
2023-01-16,North,Electronics,681.8,2
2023-10-28,West,Home & Garden,230.07,1
2023-12-07,North,Toys,90.15,5
2023-05-24,South,Clothing,103.2,5
2024-04-09,East,Groceries,8.1,5
2024-01-08,South,Groceries,43.65,1
2023-03-26,North,Toys,61.59,2
2023-09-19,North,Groceries,55.91,4
2023-09-15,South,Clothing,116.76,2
2024-06-30,North,Electronics,173.03,4
2024-07-18,East,Electronics,376.59,4
2023-09-08,East,Groceries,56.86,4
2024-07-19,North,Home & Garden,211.3,3
2024-01-04,Central,Groceries,50.03,4
2023-08-15,central,Clothing,43.47,4
2023-05-07,West,Groceries,55.06,5
2024-12-23,South,Toys,20.61,1
2023-10-10,West,Electronics,680.79,1
2024-06-01,east,Home & Garden,194.57,3
2024-08-07,South,Groceries,23.78,3
2024-03-11,Central,Home & Garden,23.66,5
2023-01-09,East,Groceries,54.93,1
2023-01-21,East,Clothing,58.48,5
2023-07-14,West,Home & Garden,142.75,5
2024-09-23,Central,Groceries,32.65,3
2023-09-03,North,Home & Garden,244.07,1
2024-08-13,North,Home & Garden,192.83,4
2024-07-26,East,Toys,45.53,1
2023-10-24,West,Electronics,674.3,5
2024-02-12,North,Home & Garden,271.89,5
2023-01-23,South,Toys,56.41,5
2023-09-02,Central,Home & Garden,38.47,3
2024-01-29,East,Toys,61.02,1
2024-10-06,North,Electronics,698.78,5
2023-06-05,East,Clothing,118.97,4
2023-08-07,Central,Clothing,25.72,1
2023-09-13,North,Toys,52.66,3
2024-12-28,North,Home & Garden,188.63,1
2024-05-27,East,Toys,35.12,4
2023-02-09,West,Home & Garden,111.46,3
2024-05-23,South,Groceries,35.91,3
2023-09-14,West,Home & Garden,289.93,2
2024-08-08,East,Clothing,64.78,1
2023-09-03,South,Electronics,583.47,4
2023-07-31,Central,Electronics,458.09,5
2023-01-26,South,Groceries,38.76,1
2023-01-23,Central,Home & Garden,198.16,5
2023-08-17,East,Home & Garden,78.87,4
2023-06-04,West,Groceries,28.59,3
2024-08-02,West,Groceries,54.26,3
2023-03-05,West,Clothing,58.17,2
2024-11-26,Central,Home & Garden,136.64,3
2024-11-27,West,Home & Garden,147.26,2
2023-07-29,Central,Toys,64.1,3
2024-10-28,West,Toys,36.51,1
2023-08-11,South,Electronics,681.52,5
2024-02-21,Central,Electronics,387.68,4
2024-08-24,West,Home & Garden,220.38,1
2024-04-21,East,Electronics,727.35,1
2023-12-20,West,Electronics,1072.65,3
2023-05-05,Central,Home & Garden,224.78,1
2024-11-19,South,Groceries,7.28,2
2024-09-17,Central,Toys,20.57,2
2024-03-11,south,Home & Garden,138.17,3
2024-09-16,East,Clothing,16.13,2
2023-05-12,Central,Groceries,57.96,1
2023-05-18,South,Electronics,347.58,1
2024-08-03,Central,Clothing,77.04,5
2024-06-03,East,Toys,76.95,4
2024-08-10,Central,Home & Garden,254.34,1
2023-10-04,East,Toys,20.44,2
2023-05-16,West,Electronics,535.74,2
2024-11-17,West,Home & Garden,299.24,2
2023-11-09,East,Electronics,582.8,2
2024-04-29,West,Home & Garden,41.97,3
2024-04-24,West,Home & Garden,143.59,4
2024-05-08,West,Toys,68.96,2
2023-09-30,West,Groceries,46.47,5
2023-11-29,North,Toys,59.1,1
2023-08-14,Central,Home & Garden,54.0,2
2024-11-14,North,Electronics,406.17,3
2023-07-18,west,Electronics,,2
2024-09-29,East,Home & Garden,197.89,3
2024-02-10,North,Electronics,709.44,5
2023-02-15,East,Groceries,52.19,3
2024-01-30,West,Groceries,5.17,1
2024-03-02,West,Toys,54.51,4
2024-07-02,Central,Electronics,617.77,2
2024-01-31,Central,Home & Garden,286.75,2
2023-03-05,North,Clothing,90.41,3
2023-02-18,West,Groceries,33.8,3
2023-02-26,East,Groceries,45.41,4
2024-05-14,Central,Toys,43.53,2
2023-07-30,East,Electronics,350.74,2
2024-01-23,South,Home & Garden,35.82,1
2023-02-20,West,Clothing,98.1,4
2023-09-21,West,Home & Garden,53.43,2
2023-05-04,West,Home & Garden,57.67,1
2024-04-18,North,Groceries,13.98,2
2023-05-19,West,Electronics,355.63,1
2024-07-18,Central,Groceries,27.21,5
2024-05-05,Central,Toys,50.05,3
2024-11-17,West,Clothing,70.77,3
2024-09-12,East,Groceries,42.4,5
2023-05-31,north,Groceries,10.62,3
2023-09-03,West,Toys,70.67,2
2024-05-24,South,Clothing,40.16,5
2023-09-15,North,Clothing,77.16,5
2024-10-14,South,Electronics,355.58,1
2023-12-09,Central,Toys,97.29,5
2023-10-30,East,Toys,37.91,3
2024-02-07,South,Clothing,44.1,2
2023-01-27,West,Home & Garden,99.77,5
2023-02-28,West,Clothing,116.56,5
2024-08-13,West,Toys,51.76,3
2024-11-27,Central,Groceries,27.91,3
2024-01-06,East,Groceries,43.48,5
2024-01-01,East,Electronics,633.6,1
2023-09-13,North,Home & Garden,191.83,1
2024-09-04,Central,Toys,42.04,3
2023-11-12,Central,Electronics,675.13,2
2023-12-11,Central,Groceries,6.76,3
2023-12-06,North,Electronics,890.86,5
2024-06-23,North,Electronics,704.8,2
2024-04-16,Central,Electronics,680.19,1
2024-04-17,South,Toys,43.62,5
2024-08-06,West,Groceries,19.91,3
2024-01-14,central,Clothing,72.93,3
2023-06-02,South,Electronics,655.32,2
2024-06-29,North,Home & Garden,287.51,1
2024-09-12,North,Groceries,33.35,1
2023-09-28,North,Clothing,43.12,3
2023-07-01,North,Groceries,26.57,4
2024-06-01,North,Toys,74.47,3
2023-09-02,North,Home & Garden,3643.75,1
2024-04-17,South,Toys,66.3,4
2024-11-02,North,Electronics,700.15,4
2023-12-30,North,Home & Garden,243.81,1
2023-10-10,Central,Electronics,348.78,1
2023-08-11,West,Toys,46.28,3
2023-05-22,West,Electronics,273.99,1
2024-07-20,Central,Electronics,860.5,2
2024-01-20,North,Clothing,15.35,2
2023-12-02,Central,Clothing,77.75,3
2023-01-14,west,Groceries,20.79,3
2023-03-18,West,Groceries,59.0,4
2023-06-15,South,Clothing,59.57,2
2024-11-25,East,Clothing,18.63,4
2023-08-23,Central,Toys,78.58,3
2023-11-24,South,Groceries,59.16,1
2024-01-05,North,Toys,73.04,4
2023-06-23,North,Clothing,87.28,1
2023-03-03,South,Toys,14.35,4
2024-11-26,Central,Home & Garden,297.81,5
2024-01-27,South,Toys,18.05,4
2024-07-01,South,Clothing,58.0,5
2024-12-10,South,Home & Garden,121.64,3
2023-04-20,South,Home & Garden,266.15,3
2023-10-24,West,Home & Garden,23.68,3
2024-02-18,West,Electronics,457.13,5
2024-03-07,East,Home & Garden,139.36,4
2023-07-27,Central,Toys,50.17,4
2023-04-21,Central,Toys,,5
2023-12-09,West,Home & Garden,31.23,1
2024-06-09,East,Toys,18.06,1
2023-03-12,East,Home & Garden,77.9,1
2024-09-13,North,Toys,68.45,2
2023-04-23,Central,Groceries,25.54,5
2023-05-09,North,Clothing,25.93,3
2024-04-23,North,Clothing,104.31,5
2024-03-08,West,Electronics,731.18,2
2024-07-20,central,Groceries,34.7,5
2024-03-13,East,Electronics,880.56,2
2024-12-12,Central,Electronics,993.48,3
2024-12-16,South,Electronics,581.7,1
2023-12-06,West,Groceries,15.03,3
2024-03-17,Central,Toys,27.16,1
2024-09-04,East,Clothing,94.69,5
2023-04-07,North,Home & Garden,49.72,3
2024-01-28,East,Electronics,864.68,4
2023-10-19,South,Toys,27.64,2
2023-01-19,South,Toys,27.96,4
2024-12-30,South,Groceries,36.98,5
2023-09-08,North,Groceries,55.25,2
2024-04-19,North,Groceries,56.32,5
2024-06-07,Central,Home & Garden,138.53,1
2023-07-06,West,Groceries,37.09,2
2024-01-10,South,Toys,45.09,5
2023-08-11,West,Toys,24.6,5
2023-08-26,East,Home & Garden,58.3,5
2023-11-17,North,Electronics,603.4,2
2023-01-27,East,Groceries,14.07,5
2024-12-03,East,Clothing,39.52,2
2024-01-10,West,Toys,64.12,3
2023-09-06,central,Home & Garden,122.19,1
2023-07-07,East,Electronics,597.72,1
2023-03-23,South,Groceries,19.61,1
2024-06-09,North,Toys,77.96,5
2024-11-18,South,Groceries,36.58,4
2024-07-28,west,Clothing,86.0,4
2024-05-24,East,Electronics,466.74,2
2024-12-11,North,Toys,23.48,1
2023-07-26,West,Home & Garden,281.62,5
2024-07-03,South,Groceries,25.14,3
2023-07-11,East,Groceries,51.34,4
2024-02-10,West,Toys,45.07,5
2024-09-02,East,Groceries,20.47,1
2023-11-17,South,Electronics,427.63,4
2024-07-21,South,Home & Garden,255.31,2
2024-03-06,South,Groceries,34.85,3
2023-07-30,West,Electronics,718.96,3
2024-02-28,West,Clothing,92.46,2
2023-05-06,south,Clothing,119.96,5
2024-09-10,South,Home & Garden,157.73,5
2024-05-28,West,Home & Garden,165.53,4
2023-12-04,East,Home & Garden,24.48,2
2023-02-01,South,Clothing,53.83,4
2023-07-26,South,Electronics,594.46,4
2023-04-20,Central,Groceries,36.98,2
2024-01-15,east,Groceries,57.74,2
2024-09-17,Central,Groceries,29.95,1
2024-09-07,West,Toys,37.22,1
2023-11-22,West,Toys,13.8,3
2024-12-30,South,Groceries,56.53,5
2024-08-24,West,Groceries,6.83,3
2024-05-13,Central,Electronics,269.13,5
2024-11-30,East,Electronics,273.63,1
2024-08-15,South,Groceries,31.71,4
2024-05-15,Central,Home & Garden,55.4,1
2023-05-06,Central,Clothing,48.34,3
2023-05-20,North,Electronics,611.2,1
2023-06-09,East,Home & Garden,52.77,5
2023-05-09,South,Toys,19.34,1
2024-11-02,North,Toys,49.14,5
2024-05-28,South,Electronics,289.92,2
2023-06-11,South,Home & Garden,155.53,3
2024-02-20,West,Clothing,36.29,5
2023-04-23,North,Toys,20.73,2
2023-11-03,Central,Electronics,520.24,2
2024-06-16,Central,Home & Garden,209.33,4
2023-10-27,West,Groceries,21.17,4
2023-03-12,East,Home & Garden,247.84,2
2023-05-19,Central,Clothing,51.25,3
2024-02-02,West,Electronics,628.69,4
2023-01-31,North,Toys,12.36,3
2024-03-22,East,Electronics,680.84,4
2024-03-19,South,Groceries,21.49,3
2023-09-08,North,Clothing,64.19,3
2023-07-07,North,Clothing,95.31,1
2024-10-01,East,Home & Garden,169.18,2
2023-02-24,North,Clothing,63.09,2
2024-06-23,North,Toys,69.23,5
2023-06-20,North,Clothing,88.83,5
2023-12-22,South,Toys,,2
2023-12-13,South,Home & Garden,71.8,1
2023-11-17,South,Groceries,23.8,3
2023-03-31,North,Electronics,240.12,1
2024-06-30,Central,Electronics,283.03,2
2024-06-01,Central,Toys,75.19,4
2023-03-17,North,Groceries,53.73,1
2023-04-13,Central,Toys,28.27,1
2024-06-08,East,Home & Garden,97.88,4
2024-08-11,Central,Electronics,729.41,4
2024-10-28,South,Toys,59.2,3
2023-05-28,north,Groceries,32.49,4
2024-10-17,South,Clothing,46.45,3
2023-09-02,East,Electronics,530.49,1
2023-08-30,East,Electronics,401.97,4
2023-03-22,West,Toys,16.86,1
2023-07-22,East,Groceries,39.46,5
2024-07-04,West,Home & Garden,277.39,2
2023-10-17,North,Home & Garden,185.34,1
2024-07-21,East,Clothing,23.61,3
2024-05-28,North,Groceries,35.07,5
2023-02-14,South,Clothing,39.29,3
2023-01-17,East,Electronics,877.06,2
2023-03-09,South,Clothing,98.54,3
2024-11-13,west,Groceries,40.05,4
2024-10-24,south,Toys,29.78,5
2023-07-06,South,Clothing,55.98,1
2023-04-17,North,Toys,66.79,5
2023-06-23,West,Home & Garden,24.79,3
2024-04-16,Central,Electronics,739.26,5
2023-05-23,Central,Home & Garden,138.82,1
2024-06-16,West,Electronics,382.66,5
2023-02-20,North,Electronics,634.18,1
2024-01-24,North,Groceries,32.6,4
2023-02-17,West,Home & Garden,284.86,3
2023-01-20,West,Clothing,112.35,5
2023-08-12,East,Groceries,58.34,5
2023-06-13,East,Toys,59.34,3
2024-06-30,south,Clothing,61.0,2
2024-04-16,South,Toys,25.42,1
